Name,Symbol,Industry Group,Industry,Current Price
Grill Splendour,BIRDYS,Leisure Services,Restaurants,86.2
Grindwell Norton,GRINDWELL,Industrial Products,Abrasives & Bearings,1962.5
GRM Overseas,GRMOVER,Agricultural Food & other Products,Other Agricultural Products,87.53
Grob Tea Co,GROBTEA,Agricultural Food & other Products,Tea & Coffee,977.65
Grover Jewells,GJL,Consumer Durables,"Gems, Jewellery And Watches",251
GRP,GRPLTD,Industrial Products,Rubber,2013
GSM Foils,GSMFOILS,Industrial Products,Packaging,111.15
GSP Crop Science,GSPCROP,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,619.25
GSS Infotech,GSS,IT - Services,IT Enabled Services,11.03
GTL,GTL,Telecom - Services,Other Telecom Services,7.11
GTL Infra.,GTLINFRA,Telecom - Services,Telecom - Infrastructure,1.16
GTPL Hathway,GTPL,Entertainment,TV Broadcasting & Software Production,58.67
Gufic BioScience,GUFICBIO,Pharmaceuticals & Biotechnology,Pharmaceuticals,444.9
Guj Apollo Inds,GUJAPOLLO,Industrial Manufacturing,Industrial Products,355.95
Guj Inds. Power,GIPCL,Power,Power Generation,205.18
Guj Pipavav Port,GPPL,Transport Infrastructure,Port & Port services,161.62
Guj. Ambuja Exp,GAEL,Agricultural Food & other Products,Other Agricultural Products,167.81
Guj. Lease Fin.,GLFL,Finance,Other Financial Services,5.8
Guj. Raffia Inds,GUJRAFFIA,Industrial Products,Packaging,41
Guj. Themis Bio.,GUJTHEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,411.35
Guj.Nat.Resour.,GNRL,Oil,Oil Exploration & Production,99.27
Gujarat Alkalies,GUJALKALI,Chemicals & Petrochemicals,Commodity Chemicals,721.6
Gujarat Energy,GUJENERGY,Gas,LPG/CNG/PNG/LNG Supplier,263.59
Gujarat Fluoroch,FLUOROCHEM,Chemicals & Petrochemicals,Specialty Chemicals,4554
Gujarat Kidney,GKSL,Healthcare Services,Hospital,172.81
Gulf Oil Lubric.,GULFOILLUB,Petroleum Products,Lubricants,1067.8
Gulshan Polyols,GULPOLY,Agricultural Food & other Products,Other Agricultural Products,186.01
Gurunanak Agri.,GURUNANAK,"Agricultural, Commercial & Construction Vehicles",Tractors,36.9
GVK Power Infra.,GVKPIL,Power,Power Generation,2.08
GVP Infotech,GVPTECH,IT - Software,Computers - Software & Consulting,8.05
GYFTR,GYFTR,Finance,Other Financial Services,182.54
H D I L,HDIL,Realty,"Residential, Commercial Projects",1.47
H P C L,HINDPETRO,Petroleum Products,Refineries & Marketing,356.5
H T Media,HTMEDIA,Media,Print Media,26.12
H U D C O,HUDCO,Finance,Financial Institution,180.52
H.G. Infra Engg.,HGINFRA,Construction,Civil Construction,482
Halder Venture,HALDER,Agricultural Food & other Products,Other Agricultural Products,293.5
Haldyn Glass,HALDYNGL,Industrial Products,Packaging,147.7
Haleos Labs Limited,HALEOSLABS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1451.3
Hampton Sky,HAMPTON,Realty,"Residential, Commercial Projects",7.86
Handson Global,HGM,IT - Services,IT Enabled Services,52.63
Happiest Minds,HAPPSTMNDS,IT - Software,Computers - Software & Consulting,354
Happy Forgings,HAPPYFORGE,Industrial Products,Castings & Forgings,2238.5
Happy Square,WHITEFORCE,Commercial Services & Supplies,Diversified Commercial Services,38
Happy Steels,HAPPY,Auto Components,Auto Components & Equipments,89.65
Hardwyn India,HARDWYN,Consumer Durables,"Furniture, Home Furnishing",9.13
Hariom Pipe,HARIOMPIPE,Industrial Products,Iron & Steel Products,359.2
Hariyana Ship,HRYNSHP,Industrial Manufacturing,Ship Building & Allied Services,101.36
Harri. Malayalam,HARRMALAYA,Industrial Products,Rubber,192.72
Harsha Engg Intl,HARSHA,Industrial Products,Other Industrial Products,454.35
Hathway Cable,HATHWAY,Entertainment,TV Broadcasting & Software Production,10.52
Hatsun Agro,HATSUN,Food Products,Dairy Products,1168.8
Havells India,HAVELLS,Consumer Durables,Consumer Electronics,1154
Hawkins Cookers,HAWKINCOOK,Consumer Durables,Houseware,8406.5
Haz.Multi Proj.,HAZOOR,Construction,Civil Construction,19.13
HB Estate Devel.,HBESD,Realty,"Residential, Commercial Projects",75.1
HB Portfolio,HBPOR,Finance,Other Financial Services,58.38
HB Stockholdings,HBSL,Finance,Non Banking Financial Company (NBFC),54.91
HBL Engineering,HBLENGINE,Industrial Products,Other Industrial Products,695.75
HCL Infosystems,HCL-INSYS,IT - Hardware,Computers Hardware & Equipments,10.1
HCL Technologies,HCLTECH,IT - Software,Computers - Software & Consulting,1293.4
HDB FINANC SER,HDBFS,Finance,Non Banking Financial Company (NBFC),682.7
HDFC AMC,HDFCAMC,Capital Markets,Asset Management Company,2458.3
HDFC Bank,HDFCBANK,Banks,Private Sector Bank,712.1
HDFC Life Insur.,HDFCLIFE,Insurance,Life Insurance,546.4
Heads UP Venture,HEADSUP,Textiles & Apparels,Trading - Textile Products,7.21
Health X Platform,HEALTHX,Healthcare Services,Healthcare Service Provider,300.3
Health.Global,HCG,Healthcare Services,Hospital,700.2
HEC Infra Proj.,HECPROJECT,Construction,Civil Construction,117.78
HEG,HEG,Industrial Products,Electrodes & Refractories,728.25
Heidelberg Cem.,HEIDELBERG,Cement & Cement Products,Cement & Cement Products,160.17
Hemisphere Prop,HEMIPROP,Commercial Services & Supplies,Diversified Commercial Services,126.55
Heranba Inds,HERANBA,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,173.83
Heritage Foods,HERITGFOOD,Food Products,Dairy Products,382.35
Hero Motocorp,HEROMOTOCO,Automobiles,2/3 Wheelers,5300
Hester Bios,HESTERBIO,Pharmaceuticals & Biotechnology,Pharmaceuticals,2405.4
Hexa Tradex,HEXATRADEX,Finance,Investment Company,157.65
Hexagon Nutri.,HEXAGON,Food Products,Packaged Foods,67.23
Hexaware Tech.,HEXT,IT - Software,Computers - Software & Consulting,528.6
HFCL,HFCL,Telecom - Services,Telecom - Infrastructure,231.44
Hi-Green Carbon,HIGREEN,Other Utilities,Waste Management,124
Hi-Tech Pipes,HITECH,Industrial Products,Iron & Steel Products,75.77
Highway Infra,HILINFRA,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",44.45
Hikal,HIKAL,Pharmaceuticals & Biotechnology,Pharmaceuticals,222.3
Hilton Met.Forg.,HILTON,Industrial Products,Castings & Forgings,18.63
Himadri Special,HSCL,Chemicals & Petrochemicals,Carbon Black,671.05
Himatsing. Seide,HIMATSEIDE,Textiles & Apparels,Other Textile Products,71.51
Hind Aluminium,HINDALUMI,Non - Ferrous Metals,Aluminium,97.43
Hind. Unilever,HINDUNILVR,Diversified FMCG,Diversified FMCG,1973.4
Hind.Adhesive,HINDADH,Industrial Products,Plastic Products - Industrial,370.9
Hind.Aeronautics,HAL,Aerospace & Defense,Aerospace & Defense,4856
Hind.Composites,HINDCOMPOS,Auto Components,Auto Components & Equipments,394.85
Hind.Construct.,HCC,Construction,Civil Construction,22.98
Hind.Oil Explor.,HINDOILEXP,Oil,Oil Exploration & Production,185
Hindalco Inds.,HINDALCO,Non - Ferrous Metals,Aluminium,1011
Hindcon Chemical,HINDCON,Chemicals & Petrochemicals,Specialty Chemicals,23.9
Hindprakash Indu,HPIL,Chemicals & Petrochemicals,Dyes And Pigments,123.75
Hinduja Global,HGS,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),399.25
Hindustan Copper,HINDCOPPER,Non - Ferrous Metals,Copper,521.65
Hindustan Foods,HNDFDS,Diversified FMCG,Diversified FMCG,615.05
Hindustan Media,HMVL,Media,Print Media,84.28
Hindustan Zinc,HINDZINC,Non - Ferrous Metals,Zinc,601
Hindware Home In,HINDWAREAP,Consumer Durables,Sanitary Ware,182.61
Hirect,HIRECT,Industrial Manufacturing,Industrial Products,1222.4
Hisar Met.Inds.,HISARMETAL,Industrial Products,Iron & Steel Products,162.19
Hitachi Energy,POWERINDIA,Electrical Equipment,Heavy Electrical Equipment,31650
Hitech Corp.,HITECHCORP,Industrial Products,Packaging,337
HLE Glascoat,HLEGLAS,Industrial Manufacturing,Industrial Products,333.65
HLV,HLVLTD,Leisure Services,Hotels & Resorts,6.48
HMA Agro Inds.,HMAAGRO,Food Products,Meat Products including Poultry,20.84
HMT,HMT,Industrial Manufacturing,Industrial Products,66.91
Hoac Foods,HOACFOODS,Food Products,Other Food Products,1009.95
Holmarc Opto,HOLMARC,Industrial Products,Other Industrial Products,105.05
Home First Finan,HOMEFIRST,Finance,Housing Finance Company,1210.1
Homesfy Realty,HOMESFY,Realty,Real Estate related services,111.3
Honasa Consumer,HONASA,Personal Products,Personal Care,471.05
Honda India,HONDAPOWER,Industrial Manufacturing,Industrial Products,2024.6
Honeywell Auto,HONAUT,Industrial Manufacturing,Industrial Products,35655
Horizon Industrial,HORIZONIND,Realty,"Residential, Commercial Projects",55.13
HP Adhesives,HPAL,Chemicals & Petrochemicals,Specialty Chemicals,35.58
HP Telecom,HPTL,Commercial Services & Supplies,Trading & Distributors,329.75
HPL Electric,HPL,Industrial Manufacturing,Industrial Products,304.15
HRH Next,HRHNEXT,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),25.4
Hubtown,HUBTOWN,Realty,"Residential, Commercial Projects",189.26
Huhtamaki India,HUHTAMAKI,Industrial Products,Packaging,255
HVAX Technolog.,HVAX,Construction,Civil Construction,667
Hy-Tech Engineer,HTEL,Industrial Products,Other Industrial Products,73.65
Hybrid Financial,HYBRIDFIN,Capital Markets,Stockbroking & Allied,16.67
Hyundai Motor I,HYUNDAI,Automobiles,Passenger Cars & Utility Vehicles,2205
I G Petrochems,IGPL,Chemicals & Petrochemicals,Commodity Chemicals,567.4
I O B,IOB,Banks,Public Sector Bank,33.55
I O C L,IOC,Petroleum Products,Refineries & Marketing,137.6
I R C T C,IRCTC,Leisure Services,"Tour, Travel Related Services",476.05
I R F C,IRFC,Finance,Financial Institution,83.4
I T D C,ITDC,Leisure Services,Hotels & Resorts,644.35
IBL Finance,IBLFL,Finance,Non Banking Financial Company (NBFC),58
IC Electricals,ICELCO,Industrial Manufacturing,Industrial Products,119.05
ICDS,ICDSLTD,Commercial Services & Supplies,Diversified Commercial Services,71.45
ICE Make Refrig.,ICEMAKE,Industrial Manufacturing,Industrial Products,738.6
ICICI AMC,ICICIAMC,Capital Markets,Asset Management Company,2970.9
ICICI Bank,ICICIBANK,Banks,Private Sector Bank,1423.2
ICICI Lombard,ICICIGI,Insurance,General Insurance,1510
ICICI Pru Life,ICICIPRULI,Insurance,Life Insurance,494.55
ICRA,ICRA,Capital Markets,Ratings,4884.5
IDBI Bank,IDBI,Banks,Private Sector Bank,90.63
Ideaforge Tech,IDEAFORGE,Aerospace & Defense,Aerospace & Defense,777.05
Ideal Technopl.,IDEALTECHO,Industrial Products,Packaging,170
Identical Brains,IDENTICAL,Entertainment,Media & Entertainment,18.05
IDFC First Bank,IDFCFIRSTB,Banks,Private Sector Bank,86.71
IFB Agro Inds.,IFBAGRO,Beverages,Breweries & Distilleries,903.3
IFB Industries,IFBIND,Consumer Durables,Household Appliances,1305.7
IFCI,IFCI,Finance,Financial Institution,101.38
IFGL Refractori.,IFGLEXPOR,Industrial Products,Electrodes & Refractories,204.69
Igarashi Motors,IGARASHI,Auto Components,Auto Components & Equipments,422.75
IIFL Capital,IIFLCAPS,Capital Markets,Stockbroking & Allied,341.2
IIFL Finance,IIFL,Finance,Non Banking Financial Company (NBFC),651.15
IKIO Tech,IKIO,Consumer Durables,Consumer Electronics,212.34
IL&FS Engg.,IL&FSENGG,Construction,Civil Construction,36.75
IL&FS Inv.Manag.,IVC,Capital Markets,Asset Management Company,10.24
IL&FS Transport,IL&FSTRANS,Construction,Civil Construction,2.06
Imagica. Enter.,IMAGICAA,Leisure Services,Amusement Parks/ Other Recreation,55.38
Impex Ferro Tech,IMPEXFERRO,Ferrous Metals,Ferro & Silica Manganese,4.72
Incredible Indus,INCREDIBLE,Industrial Products,Iron & Steel Products,32.54
Ind-Swift Labs.,INDSWFTLAB,Pharmaceuticals & Biotechnology,Pharmaceuticals,355.95
Indbank Merchant,INDBANK,Capital Markets,Stockbroking & Allied,28.58
Indef Manufactur,BAJAJINDEF,Industrial Manufacturing,Industrial Products,222.69
Indegene,INDGN,Healthcare Services,"Healthcare Research, Analytics & Technology",601.5
India Cements,INDIACEM,Cement & Cement Products,Cement & Cement Products,362.5
India Glycols,INDIAGLYCO,Beverages,Breweries & Distilleries,260.4
India Motor Part,IMPAL,Auto Components,Trading - Auto components,1114.6
India Nipp.Elec.,INDNIPPON,Auto Components,Auto Components & Equipments,1158.2
India Pesticides,IPL,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,138.34
India Power Corp,DPSCLTD,Power,Integrated Power Utilities,7.09
INDIA SHELTE FIN,INDIASHLTR,Finance,Housing Finance Company,677.1
Indiabulls,IBULLSLTD,Commercial Services & Supplies,Diversified Commercial Services,25.67
Indiamart Inter.,INDIAMART,Retailing,Internet & Catalogue Retail,1726.4
Indian Bank,INDIANB,Banks,Public Sector Bank,879.7
Indian CardCloth,INDIANCARD,Textiles & Apparels,Other Textile Products,219.97
Indian Emuls,IEML,Chemicals & Petrochemicals,Specialty Chemicals,42.05
Indian Energy Ex,IEX,Capital Markets,Exchange and Data Platform,118.91
Indian Hotels Co,INDHOTEL,Leisure Services,Hotels & Resorts,720
Indian Hume Pipe,INDIANHUME,Construction,Civil Construction,387.8
Indian Metals,IMFA,Ferrous Metals,Ferro & Silica Manganese,1288.4
Indian Phosphate,IPHL,Chemicals & Petrochemicals,Specialty Chemicals,74.95
Indian Renewable,IREDA,Finance,Financial Institution,113.64
Indian Terrain,INDTERRAIN,Textiles & Apparels,Garments & Apparels,30.42
Indian Wood Prod,IWP,"Paper, Forest & Jute Products",Forest Products,34.38
Indigo Paints,INDIGOPNTS,Consumer Durables,Paints,1185.8
IndiGrid Trust,INDIGRID,Power,Power - Transmission,175.49
Indiqube Spaces,INDIQUBE,Commercial Services & Supplies,Diversified Commercial Services,194.54
Indl. Inv. Trust,IITL,Finance,Investment Company,146.4
Indl.& Prud.Inv.,INDPRUD,Finance,Investment Company,6305
Indo Amines,INDOAMIN,Chemicals & Petrochemicals,Specialty Chemicals,125.96
Indo Borax & Ch.,INDOBORAX,Chemicals & Petrochemicals,Commodity Chemicals,514.9
Indo Count Inds.,ICIL,Textiles & Apparels,Other Textile Products,449.8
Indo Farm Equip.,INDOFARM,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,134.03
Indo National,NIPPOBATRY,Household Products,Household Products,331.75
Indo Rama Synth.,INDORAMA,Textiles & Apparels,Other Textile Products,72.96
Indo Tech.Trans.,INDOTECH,Electrical Equipment,Heavy Electrical Equipment,3663.1
Indo Thai Sec.,INDOTHAI,Capital Markets,Stockbroking & Allied,35.75
Indo US Bio-Tech,INDOUS,Agricultural Food & other Products,Other Agricultural Products,77.48
Indo-MIM,INDOMIM,Industrial Manufacturing,Industrial Products,971.5
Indoco Remedies,INDOCO,Pharmaceuticals & Biotechnology,Pharmaceuticals,262.51
Indogulf Cropsci,IGCL,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,72.89
Indokem,INDOKEM,Chemicals & Petrochemicals,Specialty Chemicals,625.55
Indosolar,WAAREEINDO,Electrical Equipment,Heavy Electrical Equipment,272
Indostar Capital,INDOSTAR,Finance,Non Banking Financial Company (NBFC),258.66
Indowind Energy,INDOWIND,Power,Power Generation,9.02
Indrapr.Medical,INDRAMEDCO,Healthcare Services,Hospital,349.7
Indraprastha Gas,IGL,Gas,LPG/CNG/PNG/LNG Supplier,158.04
Indus Inf. Trust,INDUSINVIT,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",133.94
Indus Towers,INDUSTOWER,Telecom - Services,Telecom - Infrastructure,376.8
IndusInd Bank,INDUSINDBK,Banks,Private Sector Bank,1008.5
Infinium Pharma,INFINIUM,Pharmaceuticals & Biotechnology,Pharmaceuticals,264
Influx Health.,INFLUX,Pharmaceuticals & Biotechnology,Pharmaceuticals,291.35
Info Edg.(India),NAUKRI,Retailing,Internet & Catalogue Retail,1319.8
InfoBeans Tech.,INFOBEAN,IT - Software,Computers - Software & Consulting,162.08
Infollion Resea.,INFOLLION,Commercial Services & Supplies,Diversified Commercial Services,159.8
Infomedia Press,INFOMEDIA,Printing & Publication,Printing & Publication,5.35
Infosys,INFY,IT - Software,Computers - Software & Consulting,1130
Ingersoll-Rand,INGERRAND,Industrial Products,"Compressors, Pumps & Diesel Engines",4844.7
Innomet Advanced,INNOMET,Diversified Metals,Diversified Metals,282.45
Innova Captab,INNOVACAP,Pharmaceuticals & Biotechnology,Pharmaceuticals,1175.4
Innovana Think.,INNOVANA,IT - Software,Computers - Software & Consulting,305.2
Innovative Tyres,ITTL,Auto Components,Tyres & Rubber Products,64.2
Innovision,INNOVISION,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",254.9
Inox Green,INOXGREEN,Commercial Services & Supplies,Diversified Commercial Services,175.1
Inox India,INOXINDIA,Industrial Products,Other Industrial Products,2247.8
Inox Wind,INOXWIND,Electrical Equipment,Heavy Electrical Equipment,74.4
Insecticid.India,INSECTICID,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,618.45
Insolation Ener,INA,Power,Power Generation,90.24
Inspire Films,INSPIRE,Entertainment,Media & Entertainment,8.45
Inspirisys Sol.,INSPIRISYS,IT - Services,IT Enabled Services,89.53
Integra Essentia,ESSENTIA,Commercial Services & Supplies,Trading & Distributors,1.05
Integrated Perso,IPSL,Commercial Services & Supplies,Diversified Commercial Services,215
Integrity Infra.,INTEGRITY,Construction,Civil Construction,175
Intellect Design,INTELLECT,IT - Software,Computers - Software & Consulting,686.65
Intense Tech.,INTENTECH,IT - Services,IT Enabled Services,82.25
Interarch Build.,INTERARCH,Construction,Civil Construction,1707
Interglobe Aviat,INDIGO,Transport Services,Airline,4977
Interiors & More,INM,Consumer Durables,"Furniture, Home Furnishing",148
International Gemological Instit,IGIL,Commercial Services & Supplies,Diversified Commercial Services,323.5
Intl. Conveyors,INTLCONV,Industrial Manufacturing,Industrial Products,81.18
Intrasoft Tech.,ISFT,Retailing,E-Retail/ E-Commerce,81.61
Inv.& Prec.Cast.,INVPRECQ,Industrial Products,Castings & Forgings,1273.6
Inventure Grow.,INVENTURE,Capital Markets,Stockbroking & Allied,0.93
Inventurus Knowl,IKS,IT - Services,IT Enabled Services,1759.9
Invicta Diagnos.,INVICTA,Healthcare Services,Healthcare Service Provider,68
IOL Chemicals,IOLCP,Pharmaceuticals & Biotechnology,Pharmaceuticals,199.95
ION Exchange,IONEXCHANG,Other Utilities,Water Supply & Management,409.2
IP Rings,IPRINGLTD,Auto Components,Auto Components & Equipments,159.99
Ipca Labs.,IPCALAB,Pharmaceuticals & Biotechnology,Pharmaceuticals,1965.3
IRB Infra.Devl.,IRB,Construction,Civil Construction,19.65
IRB InvIT Fund,IRBINVIT,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",64.54
Ircon Intl.,IRCON,Construction,Civil Construction,119.25
Iris Clothings,IRISDOREME,Textiles & Apparels,Garments & Apparels,63.58
IRIS Regtech Solutions,IRIS,IT - Software,Software Products,265.92
IRM Energy,IRMENERGY,Gas,LPG/CNG/PNG/LNG Supplier,281.4
ISGEC Heavy,ISGEC,Construction,Civil Construction,787.35
Ishan Dyes,ISHANCH,Chemicals & Petrochemicals,Specialty Chemicals,44.29
Ishan Internat.,ISHAN,Industrial Manufacturing,Industrial Products,0.55
